"K","M","d","D","e","t","n50"
53,1,6,0,2,7,221
53,1,6,0,2,12,221
53,1,6,0,7,2,221
53,1,6,0,7,7,221
53,1,6,0,7,12,221
53,1,6,0,12,2,221
53,1,6,0,12,7,221
53,1,6,0,12,12,221
53,1,6,2,2,2,221
53,1,6,2,2,7,221
53,1,6,2,2,12,221
53,1,6,2,7,2,221
53,1,6,2,7,7,221
53,1,6,2,7,12,221
53,1,6,2,12,2,221
53,1,6,2,12,7,221
53,1,6,2,12,12,221
53,1,6,2,2,2,221
53,1,6,2,2,7,221
53,1,6,2,2,12,221
53,1,6,2,7,2,221
53,1,6,2,7,7,221
53,1,6,2,7,12,221
53,1,6,2,12,2,221
53,1,6,2,12,7,221
53,1,6,2,12,12,221
53,1,6,2,2,2,221
53,1,6,2,2,7,221
53,1,6,2,2,12,221
53,1,6,2,7,2,221
53,1,6,2,7,7,221
53,1,6,2,7,12,221
53,1,6,2,12,2,221
53,1,6,2,12,7,221
53,1,6,2,12,12,221
53,1,6,4,2,2,221
53,1,6,4,2,7,221
53,1,6,4,2,12,221
53,1,6,4,7,2,221
53,1,6,4,7,7,221
53,1,6,4,7,12,221
53,1,6,4,12,2,221
53,1,6,4,12,7,221
53,1,6,4,12,12,221
53,1,6,4,2,2,221
53,1,6,4,2,7,221
53,1,6,4,2,12,221
53,1,6,4,7,2,221
53,1,6,4,7,7,221
53,1,6,4,7,12,221
53,1,6,4,12,2,221
53,1,6,4,12,7,221
53,1,6,4,12,12,221
53,1,6,4,2,2,221
53,1,6,4,2,7,221
53,1,6,4,2,12,221
53,1,6,4,7,2,221
53,1,6,4,7,7,221
53,1,6,4,7,12,221
53,1,6,4,12,2,221
53,1,6,4,12,7,221
53,1,6,4,12,12,221
53,1,6,6,2,2,221
53,1,6,6,2,7,221
53,1,6,6,2,12,221
53,1,6,6,7,2,221
53,1,6,6,7,7,221
53,1,6,6,7,12,221
53,1,6,6,12,2,221
53,1,6,6,12,7,221
53,1,6,6,12,12,221
53,1,6,6,2,2,221
53,1,6,6,2,7,221
53,1,6,6,2,12,221
53,1,6,6,7,2,221
53,1,6,6,7,7,221
53,1,6,6,7,12,221
53,1,6,6,12,2,221
53,1,6,6,12,7,221
53,1,6,6,12,12,221
53,1,6,6,2,2,221
53,1,6,6,2,7,221
53,1,6,6,2,12,221
53,1,6,6,7,2,221
53,1,6,6,7,7,221
53,1,6,6,7,12,221
53,1,6,6,12,2,221
53,1,6,6,12,7,221
53,1,6,6,12,12,221
53,2,0,0,2,2,239
53,2,0,0,2,7,239
53,2,0,0,2,12,239
53,2,0,0,7,2,345
53,2,0,0,7,7,345
53,2,0,0,7,12,345
53,2,0,0,12,2,289
53,2,0,0,12,7,289
53,2,0,0,12,12,289
53,2,0,0,2,2,239
53,2,0,0,2,7,239
53,2,0,0,2,12,239
53,2,0,0,7,2,345
53,2,0,0,7,7,345
53,2,0,0,7,12,345
53,2,0,0,12,2,289
53,2,0,0,12,7,289
53,2,0,0,12,12,289
53,2,0,0,2,2,239
53,2,0,0,2,7,239
53,2,0,0,2,12,239
53,2,0,0,7,2,345
53,2,0,0,7,7,345
53,2,0,0,7,12,345
53,2,0,0,12,2,289
53,2,0,0,12,7,289
53,2,0,0,12,12,289
53,2,0,2,2,2,239
53,2,0,2,2,7,239
53,2,0,2,2,12,239
53,2,0,2,7,2,345
53,2,0,2,7,7,345
53,2,0,2,7,12,345
53,2,0,2,12,2,289
53,2,0,2,12,7,289
53,2,0,2,12,12,289
53,2,0,2,2,2,239
53,2,0,2,2,7,239
53,2,0,2,2,12,239
53,2,0,2,7,2,345
53,2,0,2,7,7,345
53,2,0,2,7,12,345
53,2,0,2,12,2,289
53,2,0,2,12,7,289
53,2,0,2,12,12,289
53,2,0,2,2,2,239
53,2,0,2,2,7,239
53,2,0,2,2,12,239
53,2,0,2,7,2,345
53,2,0,2,7,7,345
53,2,0,2,7,12,345
53,2,0,2,12,2,289
53,2,0,2,12,7,289
53,2,0,2,12,12,289
53,2,0,4,2,2,239
53,2,0,4,2,7,239
53,2,0,4,2,12,239
53,2,0,4,7,2,345
53,2,0,4,7,7,345
53,2,0,4,7,12,345
53,2,0,4,12,2,289
53,2,0,4,12,7,289
53,2,0,4,12,12,289
53,2,0,4,2,2,239
53,2,0,4,2,7,239
53,2,0,4,2,12,239
53,2,0,4,7,2,345
53,2,0,4,7,7,345
53,2,0,4,7,12,345
53,2,0,4,12,2,289
53,2,0,4,12,7,289
53,2,0,4,12,12,289
53,2,0,4,2,2,239
53,2,0,4,2,7,239
53,2,0,4,2,12,239
53,2,0,4,7,2,345
53,2,0,4,7,7,345
53,2,0,4,7,12,345
53,2,0,4,12,2,289
53,2,0,4,12,7,289
53,2,0,4,12,12,289
53,2,0,6,2,2,239
53,2,0,6,2,7,239
53,2,0,6,2,12,239
53,2,0,6,7,2,345
53,2,0,6,7,7,345
53,2,0,6,7,12,345
53,2,0,6,12,2,289
53,2,0,6,12,7,289
53,2,0,6,12,12,289
53,2,0,6,2,2,239
53,2,0,6,2,7,239
53,2,0,6,2,12,239
53,2,0,6,7,2,345
53,2,0,6,7,7,345
53,2,0,6,7,12,345
53,2,0,6,12,2,289
53,2,0,6,12,7,289
53,2,0,6,12,12,289
53,2,0,6,2,2,239
53,2,0,6,2,7,239
53,2,0,6,2,12,239
53,2,0,6,7,2,345
53,2,0,6,7,7,345
53,2,0,6,7,12,345
53,2,0,6,12,2,289
53,2,0,6,12,7,289
53,2,0,6,12,12,289
53,2,2,0,2,2,224
53,2,2,0,2,7,224
53,2,2,0,2,12,224
53,2,2,0,7,2,238
53,2,2,0,7,7,238
53,2,2,0,7,12,238
53,2,2,0,12,2,264
53,2,2,0,12,7,264
53,2,2,0,12,12,264
53,2,2,0,2,2,224
53,2,2,0,2,7,224
53,2,2,0,2,12,224
53,2,2,0,7,2,238
53,2,2,0,7,7,238
53,2,2,0,7,12,238
53,2,2,0,12,2,264
53,2,2,0,12,7,264
53,2,2,0,12,12,264
53,2,2,0,2,2,224
53,2,2,0,2,7,224
53,2,2,0,2,12,224
53,2,2,0,7,2,238
53,2,2,0,7,7,238
53,2,2,0,7,12,238
53,2,2,0,12,2,264
53,2,2,0,12,7,264
53,2,2,0,12,12,264
53,2,2,2,2,2,224
53,2,2,2,2,7,224
53,2,2,2,2,12,224
53,2,2,2,7,2,238
53,2,2,2,7,7,238
53,2,2,2,7,12,238
53,2,2,2,12,2,264
53,2,2,2,12,7,264
53,2,2,2,12,12,264
53,2,2,2,2,2,224
53,2,2,2,2,7,224
53,2,2,2,2,12,224
53,2,2,2,7,2,238
53,2,2,2,7,7,238
53,2,2,2,7,12,238
53,2,2,2,12,2,264
53,2,2,2,12,7,264
53,2,2,2,12,12,264
53,2,2,2,2,2,224
53,2,2,2,2,7,224
53,2,2,2,2,12,224
53,2,2,2,7,2,238
53,2,2,2,7,7,238
53,2,2,2,7,12,238
53,2,2,2,12,2,264
53,2,2,2,12,7,264
53,2,2,2,12,12,264
53,2,2,4,2,2,224
53,2,2,4,2,7,224
53,2,2,4,2,12,224
53,2,2,4,7,2,238
53,2,2,4,7,7,238
53,2,2,4,7,12,238
53,2,2,4,12,2,264
53,2,2,4,12,7,264
53,2,2,4,12,12,264
53,2,2,4,2,2,224
53,2,2,4,2,7,224
53,2,2,4,2,12,224
53,2,2,4,7,2,238
53,2,2,4,7,7,238
53,2,2,4,7,12,238
53,2,2,4,12,2,264
53,2,2,4,12,7,264
53,2,2,4,12,12,264
53,2,2,4,2,2,224
53,2,2,4,2,7,224
53,2,2,4,2,12,224
53,2,2,4,7,2,238
53,2,2,4,7,7,238
53,2,2,4,7,12,238
53,2,2,4,12,2,264
53,2,2,4,12,7,264
53,2,2,4,12,12,264
53,2,2,6,2,2,224
53,2,2,6,2,7,224
53,2,2,6,2,12,224
53,2,2,6,7,2,238
53,2,2,6,7,7,238
53,2,2,6,7,12,238
53,2,2,6,12,2,264
53,2,2,6,12,7,264
53,2,2,6,12,12,264
53,2,2,6,2,2,224
53,2,2,6,2,7,224
53,2,2,6,2,12,224
53,2,2,6,7,2,238
53,2,2,6,7,7,238
53,2,2,6,7,12,238
53,2,2,6,12,2,264
53,2,2,6,12,7,264
53,2,2,6,12,12,264
53,2,2,6,2,2,224
53,2,2,6,2,7,224
53,2,2,6,2,12,224
53,2,2,6,7,2,238
53,2,2,6,7,7,238
53,2,2,6,7,12,238
53,2,2,6,12,2,264
53,2,2,6,12,7,264
53,2,2,6,12,12,264
53,2,4,0,2,2,206
53,2,4,0,2,7,206
53,2,4,0,2,12,206
53,2,4,0,7,2,207
53,2,4,0,7,7,207
53,2,4,0,7,12,207
53,2,4,0,12,2,210
53,2,4,0,12,7,210
53,2,4,0,12,12,210
53,2,4,0,2,2,206
53,2,4,0,2,7,206
53,2,4,0,2,12,206
53,2,4,0,7,2,207
53,2,4,0,7,7,207
53,2,4,0,7,12,207
53,2,4,0,12,2,210
53,2,4,0,12,7,210
53,2,4,0,12,12,210
53,2,4,0,2,2,206
53,2,4,0,2,7,206
53,2,4,0,2,12,206
53,2,4,0,7,2,207
53,2,4,0,7,7,207
53,2,4,0,7,12,207
53,2,4,0,12,2,210
53,2,4,0,12,7,210
53,2,4,0,12,12,210
53,2,4,2,2,2,206
53,2,4,2,2,7,206
53,2,4,2,2,12,206
53,2,4,2,7,2,207
53,2,4,2,7,7,207
53,2,4,2,7,12,207
53,2,4,2,12,2,210
53,2,4,2,12,7,210
53,2,4,2,12,12,210
53,2,4,2,2,2,206
53,2,4,2,2,7,206
53,2,4,2,2,12,206
53,2,4,2,7,2,207
53,2,4,2,7,7,207
53,2,4,2,7,12,207
53,2,4,2,12,2,210
53,2,4,2,12,7,210
53,2,4,2,12,12,210
53,2,4,2,2,2,206
53,2,4,2,2,7,206
53,2,4,2,2,12,206
53,2,4,2,7,2,207
53,2,4,2,7,7,207
53,2,4,2,7,12,207
53,2,4,2,12,2,210
53,2,4,2,12,7,210
53,2,4,2,12,12,210
53,2,4,4,2,2,206
53,2,4,4,2,7,206
53,2,4,4,2,12,206
53,2,4,4,7,2,207
53,2,4,4,7,7,207
53,2,4,4,7,12,207
53,2,4,4,12,2,210
53,2,4,4,12,7,210
53,2,4,4,12,12,210
53,2,4,4,2,2,206
53,2,4,4,2,7,206
53,2,4,4,2,12,206
53,2,4,4,7,2,207
53,2,4,4,7,7,207
53,2,4,4,7,12,207
53,2,4,4,12,2,210
53,2,4,4,12,7,210
53,2,4,4,12,12,210
53,2,4,4,2,2,206
53,2,4,4,2,7,206
53,2,4,4,2,12,206
53,2,4,4,7,2,207
53,2,4,4,7,7,207
53,2,4,4,7,12,207
53,2,4,4,12,2,210
53,2,4,4,12,7,210
53,2,4,4,12,12,210
53,2,4,6,2,2,206
53,2,4,6,2,7,206
53,2,4,6,2,12,206
53,2,4,6,7,2,207
53,2,4,6,7,7,207
53,2,4,6,7,12,207
53,2,4,6,12,2,210
53,2,4,6,12,7,210
53,2,4,6,12,12,210
53,2,4,6,2,2,206
53,2,4,6,2,7,206
53,2,4,6,2,12,206
53,2,4,6,7,2,207
53,2,4,6,7,7,207
53,2,4,6,7,12,207
53,2,4,6,12,2,210
53,2,4,6,12,7,210
53,2,4,6,12,12,210
53,2,4,6,2,2,206
53,2,4,6,2,7,206
53,2,4,6,2,12,206
53,2,4,6,7,2,207
53,2,4,6,7,7,207
53,2,4,6,7,12,207
53,2,4,6,12,2,210
53,2,4,6,12,7,210
53,2,4,6,12,12,210
53,2,6,0,2,2,221
53,2,6,0,2,7,221
53,2,6,0,2,12,221
53,2,6,0,7,2,221
53,2,6,0,7,7,221
53,2,6,0,7,12,221
53,2,6,0,12,2,221
53,2,6,0,12,7,221
53,2,6,0,12,12,221
53,2,6,0,2,2,221
53,2,6,0,2,7,221
53,2,6,0,2,12,221
53,2,6,0,7,2,221
53,2,6,0,7,7,221
53,2,6,0,7,12,221
53,2,6,0,12,2,221
53,2,6,0,12,7,221
53,2,6,0,12,12,221
53,2,6,0,2,2,221
53,2,6,0,2,7,221
53,2,6,0,2,12,221
53,2,6,0,7,2,221
53,2,6,0,7,7,221
53,2,6,0,7,12,221
53,2,6,0,12,2,221
53,2,6,0,12,7,221
53,2,6,0,12,12,221
53,2,6,2,2,2,221
53,2,6,2,2,7,221
53,2,6,2,2,12,221
53,2,6,2,7,2,221
53,2,6,2,7,7,221
53,2,6,2,7,12,221
53,2,6,2,12,2,221
53,2,6,2,12,7,221
53,2,6,2,12,12,221
53,2,6,2,2,2,221
53,2,6,2,2,7,221
53,2,6,2,2,12,221
53,2,6,2,7,2,221
53,2,6,2,7,7,221
53,2,6,2,7,12,221
53,2,6,2,12,2,221
53,2,6,2,12,7,221
53,2,6,2,12,12,221
53,2,6,2,2,2,221
53,2,6,2,2,7,221
53,2,6,2,2,12,221
53,2,6,2,7,2,221
53,2,6,2,7,7,221
53,2,6,2,7,12,221
53,2,6,2,12,2,221
53,2,6,2,12,7,221
53,2,6,2,12,12,221
53,2,6,4,2,2,221
53,2,6,4,2,7,221
53,2,6,4,2,12,221
53,2,6,4,7,2,221
53,2,6,4,7,7,221
53,2,6,4,7,12,221
53,2,6,4,12,2,221
53,2,6,4,12,7,221
53,2,6,4,12,12,221
53,2,6,4,2,2,221
53,2,6,4,2,7,221
53,2,6,4,2,12,221
53,2,6,4,7,2,221
53,2,6,4,7,7,221
53,2,6,4,7,12,221
53,2,6,4,12,2,221
53,2,6,4,12,7,221
53,2,6,4,12,12,221
53,2,6,4,2,2,221
53,2,6,4,2,7,221
53,2,6,4,2,12,221
53,2,6,4,7,2,221
53,2,6,4,7,7,221
53,2,6,4,7,12,221
53,2,6,4,12,2,221
53,2,6,4,12,7,221
53,2,6,4,12,12,221
53,2,6,6,2,2,221
53,2,6,6,2,7,221
53,2,6,6,2,12,221
53,2,6,6,7,2,221
53,2,6,6,7,7,221
53,2,6,6,7,12,221
53,2,6,6,12,2,221
53,2,6,6,12,7,221
53,2,6,6,12,12,221
53,2,6,6,2,2,221
53,2,6,6,2,7,221
53,2,6,6,2,12,221
53,2,6,6,7,2,221
53,2,6,6,7,7,221
53,2,6,6,7,12,221
53,2,6,6,12,2,221
53,2,6,6,12,7,221
53,2,6,6,12,12,221
53,2,6,6,2,2,221
53,2,6,6,2,7,221
53,2,6,6,2,12,221
53,2,6,6,7,2,221
53,2,6,6,7,7,221
53,2,6,6,7,12,221
53,2,6,6,12,2,221
53,2,6,6,12,7,221
53,2,6,6,12,12,221
53,3,0,0,2,2,239
53,3,0,0,2,7,239
53,3,0,0,2,12,239
53,3,0,0,7,2,345
53,3,0,0,7,7,345
53,3,0,0,7,12,345
53,3,0,0,12,2,289
53,3,0,0,12,7,289
53,3,0,0,12,12,289
53,3,0,0,2,2,239
53,3,0,0,2,7,239
53,3,0,0,2,12,239
53,3,0,0,7,2,345
53,3,0,0,7,7,345
53,3,0,0,7,12,345
53,3,0,0,12,2,289
53,3,0,0,12,7,289
53,3,0,0,12,12,289
53,3,0,0,2,2,239
53,3,0,0,2,7,239
53,3,0,0,2,12,239
53,3,0,0,7,2,345
53,3,0,0,7,7,345
53,3,0,0,7,12,345
53,3,0,0,12,2,289
53,3,0,0,12,7,289
53,3,0,0,12,12,289
53,3,0,2,2,2,239
53,3,0,2,2,7,239
53,3,0,2,2,12,239
53,3,0,2,7,2,345
53,3,0,2,7,7,345
53,3,0,2,7,12,345
53,3,0,2,12,2,289
53,3,0,2,12,7,289
53,3,0,2,12,12,289
53,3,0,2,2,2,239
53,3,0,2,2,7,239
53,3,0,2,2,12,239
53,3,0,2,7,2,345
53,3,0,2,7,7,345
53,3,0,2,7,12,345
53,3,0,2,12,2,289
53,3,0,2,12,7,289
53,3,0,2,12,12,289
53,3,0,2,2,2,239
53,3,0,2,2,7,239
53,3,0,2,2,12,239
53,3,0,2,7,2,345
53,3,0,2,7,7,345
53,3,0,2,7,12,345
53,3,0,2,12,2,289
53,3,0,2,12,7,289
53,3,0,2,12,12,289
53,3,0,4,2,2,239
53,3,0,4,2,7,239
53,3,0,4,2,12,239
53,3,0,4,7,2,345
53,3,0,4,7,7,345
53,3,0,4,7,12,345
53,3,0,4,12,2,289
53,3,0,4,12,7,289
53,3,0,4,12,12,289
53,3,0,4,2,2,239
53,3,0,4,2,7,239
53,3,0,4,2,12,239
53,3,0,4,7,2,345
53,3,0,4,7,7,345
53,3,0,4,7,12,345
53,3,0,4,12,2,289
53,3,0,4,12,7,289
53,3,0,4,12,12,289
53,3,0,4,2,2,239
53,3,0,4,2,7,239
53,3,0,4,2,12,239
53,3,0,4,7,2,345
53,3,0,4,7,7,345
53,3,0,4,7,12,345
53,3,0,4,12,2,289
53,3,0,4,12,7,289
53,3,0,4,12,12,289
53,3,0,6,2,2,239
53,3,0,6,2,7,239
53,3,0,6,2,12,239
53,3,0,6,7,2,345
53,3,0,6,7,7,345
53,3,0,6,7,12,345
53,3,0,6,12,2,289
53,3,0,6,12,7,289
53,3,0,6,12,12,289
53,3,0,6,2,2,239
53,3,0,6,2,7,239
53,3,0,6,2,12,239
53,3,0,6,7,2,345
53,3,0,6,7,7,345
53,3,0,6,7,12,345
53,3,0,6,12,2,289
53,3,0,6,12,7,289
53,3,0,6,12,12,289
53,3,0,6,2,2,239
53,3,0,6,2,7,239
53,3,0,6,2,12,239
53,3,0,6,7,2,345
53,3,0,6,7,7,345
53,3,0,6,7,12,345
53,3,0,6,12,2,289
53,3,0,6,12,7,289
53,3,0,6,12,12,289
53,3,2,0,2,2,224
53,3,2,0,2,7,224
53,3,2,0,2,12,224
53,3,2,0,7,2,238
53,3,2,0,7,7,238
53,3,2,0,7,12,238
53,3,2,0,12,2,264
53,3,2,0,12,7,264
53,3,2,0,12,12,264
53,3,2,0,2,2,224
53,3,2,0,2,7,224
53,3,2,0,2,12,224
53,3,2,0,7,2,238
53,3,2,0,7,7,238
53,3,2,0,7,12,238
53,3,2,0,12,2,264
53,3,2,0,12,7,264
53,3,2,0,12,12,264
53,3,2,0,2,2,224
53,3,2,0,2,7,224
53,3,2,0,2,12,224
53,3,2,0,7,2,238
53,3,2,0,7,7,238
53,3,2,0,7,12,238
53,3,2,0,12,2,264
53,3,2,0,12,7,264
53,3,2,0,12,12,264
53,3,2,2,2,2,224
53,3,2,2,2,7,224
53,3,2,2,2,12,224
53,3,2,2,7,2,238
53,3,2,2,7,7,238
53,3,2,2,7,12,238
53,3,2,2,12,2,264
53,3,2,2,12,7,264
53,3,2,2,12,12,264
53,3,2,2,2,2,224
53,3,2,2,2,7,224
53,3,2,2,2,12,224
53,3,2,2,7,2,238
53,3,2,2,7,7,238
53,3,2,2,7,12,238
53,3,2,2,12,2,264
53,3,2,2,12,7,264
53,3,2,2,12,12,264
53,3,2,2,2,2,224
53,3,2,2,2,7,224
53,3,2,2,2,12,224
53,3,2,2,7,2,238
53,3,2,2,7,7,238
53,3,2,2,7,12,238
53,3,2,2,12,2,264
53,3,2,2,12,7,264
53,3,2,2,12,12,264
53,3,2,4,2,2,224
53,3,2,4,2,7,224
53,3,2,4,2,12,224
53,3,2,4,7,2,238
53,3,2,4,7,7,238
53,3,2,4,7,12,238
53,3,2,4,12,2,264
53,3,2,4,12,7,264
53,3,2,4,12,12,264
53,3,2,4,2,2,224
53,3,2,4,2,7,224
53,3,2,4,2,12,224
53,3,2,4,7,2,238
53,3,2,4,7,7,238
53,3,2,4,7,12,238
53,3,2,4,12,2,264
53,3,2,4,12,7,264
53,3,2,4,12,12,264
53,3,2,4,2,2,224
53,3,2,4,2,7,224
53,3,2,4,2,12,224
53,3,2,4,7,2,238
53,3,2,4,7,7,238
53,3,2,4,7,12,238
53,3,2,4,12,2,264
53,3,2,4,12,7,264
53,3,2,4,12,12,264
53,3,2,6,2,2,224
53,3,2,6,2,7,224
53,3,2,6,2,12,224
53,3,2,6,7,2,238
53,3,2,6,7,7,238
53,3,2,6,7,12,238
53,3,2,6,12,2,264
53,3,2,6,12,7,264
53,3,2,6,12,12,264
53,3,2,6,2,2,224
53,3,2,6,2,7,224
53,3,2,6,2,12,224
53,3,2,6,7,2,238
53,3,2,6,7,7,238
53,3,2,6,7,12,238
53,3,2,6,12,2,264
53,3,2,6,12,7,264
53,3,2,6,12,12,264
53,3,2,6,2,2,224
53,3,2,6,2,7,224
53,3,2,6,2,12,224
53,3,2,6,7,2,238
53,3,2,6,7,7,238
53,3,2,6,7,12,238
53,3,2,6,12,2,264
53,3,2,6,12,7,264
53,3,2,6,12,12,264
53,3,4,0,2,2,206
53,3,4,0,2,7,206
53,3,4,0,2,12,206
53,3,4,0,7,2,207
53,3,4,0,7,7,207
53,3,4,0,7,12,207
53,3,4,0,12,2,210
53,3,4,0,12,7,210
53,3,4,0,12,12,210
53,3,4,0,2,2,206
53,3,4,0,2,7,206
53,3,4,0,2,12,206
53,3,4,0,7,2,207
53,3,4,0,7,7,207
53,3,4,0,7,12,207
53,3,4,0,12,2,210
53,3,4,0,12,7,210
53,3,4,0,12,12,210
53,3,4,0,2,2,206
53,3,4,0,2,7,206
53,3,4,0,2,12,206
53,3,4,0,7,2,207
53,3,4,0,7,7,207
53,3,4,0,7,12,207
53,3,4,0,12,2,210
53,3,4,0,12,7,210
53,3,4,0,12,12,210
53,3,4,2,2,2,206
53,3,4,2,2,7,206
53,3,4,2,2,12,206
53,3,4,2,7,2,207
53,3,4,2,7,7,207
53,3,4,2,7,12,207
53,3,4,2,12,2,210
53,3,4,2,12,7,210
53,3,4,2,12,12,210
53,3,4,2,2,2,206
53,3,4,2,2,7,206
53,3,4,2,2,12,206
53,3,4,2,7,2,207
53,3,4,2,7,7,207
53,3,4,2,7,12,207
53,3,4,2,12,2,210
53,3,4,2,12,7,210
53,3,4,2,12,12,210
53,3,4,2,2,2,206
53,3,4,2,2,7,206
53,3,4,2,2,12,206
53,3,4,2,7,2,207
53,3,4,2,7,7,207
53,3,4,2,7,12,207
53,3,4,2,12,2,210
53,3,4,2,12,7,210
53,3,4,2,12,12,210
53,3,4,4,2,2,206
53,3,4,4,2,7,206
53,3,4,4,2,12,206
53,3,4,4,7,2,207
53,3,4,4,7,7,207
53,3,4,4,7,12,207
53,3,4,4,12,2,210
53,3,4,4,12,7,210
53,3,4,4,12,12,210
53,3,4,4,2,2,206
53,3,4,4,2,7,206
53,3,4,4,2,12,206
53,3,4,4,7,2,207
53,3,4,4,7,7,207
53,3,4,4,7,12,207
53,3,4,4,12,2,210
53,3,4,4,12,7,210
53,3,4,4,12,12,210
53,3,4,4,2,2,206
53,3,4,4,2,7,206
53,3,4,4,2,12,206
53,3,4,4,7,2,207
53,3,4,4,7,7,207
53,3,4,4,7,12,207
53,3,4,4,12,2,210
53,3,4,4,12,7,210
53,3,4,4,12,12,210
53,3,4,6,2,2,206
53,3,4,6,2,7,206
53,3,4,6,2,12,206
53,3,4,6,7,2,207
53,3,4,6,7,7,207
53,3,4,6,7,12,207
53,3,4,6,12,2,210
53,3,4,6,12,7,210
53,3,4,6,12,12,210
53,3,4,6,2,2,206
53,3,4,6,2,7,206
53,3,4,6,2,12,206
53,3,4,6,7,2,207
53,3,4,6,7,7,207
53,3,4,6,7,12,207
53,3,4,6,12,2,210
53,3,4,6,12,7,210
53,3,4,6,12,12,210
53,3,4,6,2,2,206
53,3,4,6,2,7,206
53,3,4,6,2,12,206
53,3,4,6,7,2,207
53,3,4,6,7,7,207
53,3,4,6,7,12,207
53,3,4,6,12,2,210
53,3,4,6,12,7,210
53,3,4,6,12,12,210
53,3,6,0,2,2,221
53,3,6,0,2,7,221
53,3,6,0,2,12,221
53,3,6,0,7,2,221
53,3,6,0,7,7,221
53,3,6,0,7,12,221
53,3,6,0,12,2,221
53,3,6,0,12,7,221
53,3,6,0,12,12,221
53,3,6,0,2,2,221
53,3,6,0,2,7,221
53,3,6,0,2,12,221
53,3,6,0,7,2,221
53,3,6,0,7,7,221
53,3,6,0,7,12,221
53,3,6,0,12,2,221
53,3,6,0,12,7,221
53,3,6,0,12,12,221
53,3,6,0,2,2,221
53,3,6,0,2,7,221
53,3,6,0,2,12,221
53,3,6,0,7,2,221
53,3,6,0,7,7,221
53,3,6,0,7,12,221
53,3,6,0,12,2,221
53,3,6,0,12,7,221
53,3,6,0,12,12,221
53,3,6,2,2,2,221
53,3,6,2,2,7,221
53,3,6,2,2,12,221
53,3,6,2,7,2,221
53,3,6,2,7,7,221
53,3,6,2,7,12,221
53,3,6,2,12,2,221
53,3,6,2,12,7,221
53,3,6,2,12,12,221
53,3,6,2,2,2,221
53,3,6,2,2,7,221
53,3,6,2,2,12,221
53,3,6,2,7,2,221
53,3,6,2,7,7,221
53,3,6,2,7,12,221
53,3,6,2,12,2,221
53,3,6,2,12,7,221
53,3,6,2,12,12,221
53,3,6,2,2,2,221
53,3,6,2,2,7,221
53,3,6,2,2,12,221
53,3,6,2,7,2,221
53,3,6,2,7,7,221
53,3,6,2,7,12,221
53,3,6,2,12,2,221
53,3,6,2,12,7,221
53,3,6,2,12,12,221
53,3,6,4,2,2,221
53,3,6,4,2,7,221
53,3,6,4,2,12,221
53,3,6,4,7,2,221
53,3,6,4,7,7,221
53,3,6,4,7,12,221
53,3,6,4,12,2,221
53,3,6,4,12,7,221
53,3,6,4,12,12,221
53,3,6,4,2,2,221
53,3,6,4,2,7,221
53,3,6,4,2,12,221
53,3,6,4,7,2,221
53,3,6,4,7,7,221
53,3,6,4,7,12,221
53,3,6,4,12,2,221
53,3,6,4,12,7,221
53,3,6,4,12,12,221
53,3,6,4,2,2,221
53,3,6,4,2,7,221
53,3,6,4,2,12,221
53,3,6,4,7,2,221
53,3,6,4,7,7,221
53,3,6,4,7,12,221
53,3,6,4,12,2,221
53,3,6,4,12,7,221
53,3,6,4,12,12,221
53,3,6,6,2,2,221
53,3,6,6,2,7,221
53,3,6,6,2,12,221
53,3,6,6,7,2,221
53,3,6,6,7,7,221
53,3,6,6,7,12,221
53,3,6,6,12,2,221
53,3,6,6,12,7,221
53,3,6,6,12,12,221
53,3,6,6,2,2,221
53,3,6,6,2,7,221
53,3,6,6,2,12,221
53,3,6,6,7,2,221
53,3,6,6,7,7,221
53,3,6,6,7,12,221
53,3,6,6,12,2,221
53,3,6,6,12,7,221
53,3,6,6,12,12,221
53,3,6,6,2,2,221
53,3,6,6,2,7,221
53,3,6,6,2,12,221
53,3,6,6,7,2,221
53,3,6,6,7,7,221
53,3,6,6,7,12,221
53,3,6,6,12,2,221
53,3,6,6,12,7,221
53,3,6,6,12,12,221
61,0,0,0,2,2,260
61,0,0,0,2,7,260
61,0,0,0,2,12,260
61,0,0,0,7,2,292
61,0,0,0,7,7,292
61,0,0,0,7,12,292
61,0,0,0,12,2,297
61,0,0,0,12,7,297
61,0,0,0,12,12,297
61,0,0,0,2,2,260
61,0,0,0,2,7,260
61,0,0,0,2,12,260
61,0,0,0,7,2,292
61,0,0,0,7,7,292
61,0,0,0,7,12,292
61,0,0,0,12,2,297
61,0,0,0,12,7,297
61,0,0,0,12,12,297
61,0,0,0,2,2,260
61,0,0,0,2,7,260
61,0,0,0,2,12,260
61,0,0,0,7,2,292
61,0,0,0,7,7,292
61,0,0,0,7,12,292
61,0,0,0,12,2,297
61,0,0,0,12,7,297
61,0,0,0,12,12,297
61,0,0,2,2,2,260
61,0,0,2,2,7,260
61,0,0,2,2,12,260
61,0,0,2,7,2,292
61,0,0,2,7,7,292
61,0,0,2,7,12,292
61,0,0,2,12,2,297
61,0,0,2,12,7,297
61,0,0,2,12,12,297
61,0,0,2,2,2,260
61,0,0,2,2,7,260
61,0,0,2,2,12,260
61,0,0,2,7,2,292
61,0,0,2,7,7,292
61,0,0,2,7,12,292
61,0,0,2,12,2,297
61,0,0,2,12,7,297
61,0,0,2,12,12,297
